Institut,Semester,Kursusnavn,Type,Dato,Start,Slut,Lokale,Beskrivelse,Team,Team_num
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,11 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,31 jul 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,1 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,2 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,3 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,4 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,7 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,8 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,9 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,10 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Forelæsning,11 aug 2017,08:00:00,12:00:00,CSS 35-01-06,Sommerskole - uge 31+32 - Fl.,Alle,-1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-24,Sommerskole - uge 31+32 - Hold 1,Hold 1,1
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,31 jul 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,1 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,2 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,3 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,4 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,7 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,8 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,9 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,10 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,B5-5f17,Dynamiske Modeller (Undervisning),Undervisning,11 aug 2017,12:00:00,16:00:00,CSS 2-1-36,Sommerskole - uge 31+32 - Hold 2,Hold 2,2
2200,F18,Private Equity,Forelæsning,8 feb 2018,15:00:00,18:00:00,Goth Aud. 1,L. -  Department of Economics and Faculty of Law,Alle,-1
