Institut,Semester,Kursusnavn,Type,Dato,Start,Slut,Lokale,Beskrivelse
2300,E17,International Politik 1.,Undervisning,8 dec 2017,8:00,10:00,CSS 4-1-36,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,15 dec 2017,8:00,10:00,CSS 4-1-36,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,8 sep 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,15 sep 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,22 sep 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,29 sep 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,13 okt 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,27 okt 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,3 nov 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,10 nov 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,24 nov 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,1 dec 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,8 dec 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,15 dec 2017,10:00,12:00,CSS 5-0-28,Hold 5
2300,E17,International Politik 1.,Undervisning,8 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,15 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,22 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,29 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,13 okt 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,27 okt 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,3 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,10 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,17 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,24 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,1 dec 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,8 dec 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,15 dec 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,International Politik 1.,Undervisning,8 sep 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,15 sep 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,22 sep 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,29 sep 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,13 okt 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,27 okt 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,3 nov 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,10 nov 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,17 nov 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,24 nov 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,1 dec 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,8 dec 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,15 dec 2017,10:00,12:00,CSS 5-1-22,Hold SAMF
2300,E17,International Politik 1.,Undervisning,8 sep 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,22 sep 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,29 sep 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,13 okt 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,27 okt 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,3 nov 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,10 nov 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,17 nov 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,1 dec 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,8 dec 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,15 dec 2017,13:00,15:00,CSS 2-1-36,Hold 1
2300,E17,International Politik 1.,Undervisning,8 sep 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,15 sep 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,22 sep 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,29 sep 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,13 okt 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,27 okt 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,3 nov 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,10 nov 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,17 nov 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,24 nov 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,1 dec 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,8 dec 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,15 dec 2017,13:00,15:00,CSS 5-0-28,Hold 4
2300,E17,International Politik 1.,Undervisning,8 sep 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,15 sep 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,22 sep 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,29 sep 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,13 okt 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,27 okt 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,3 nov 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,10 nov 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,24 nov 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,1 dec 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,8 dec 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,15 dec 2017,13:00,15:00,CSS 5-1-22,Hold 3
2300,E17,International Politik 1.,Undervisning,8 sep 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,15 sep 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,22 sep 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,29 sep 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,13 okt 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,27 okt 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,3 nov 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,10 nov 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,17 nov 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,24 nov 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,1 dec 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,8 dec 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,15 dec 2017,13:00,15:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,12 sep 2017,8:00,10:00,CSS 7-0-28,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,19 sep 2017,8:00,10:00,CSS 7-0-28,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,12 sep 2017,13:00,15:00,CSS 35-3-13,Hold 1
2300,E17,International Politik 1.,Undervisning,18 sep 2017,15:00,17:00,CSS 5-1-22,Hold 1
2300,E17,International Politik 1.,Forelæsning,6 sep 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,13 sep 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,20 sep 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,27 sep 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,4 okt 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,11 okt 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,25 okt 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,1 nov 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,8 nov 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,15 nov 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,22 nov 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,29 nov 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,6 dec 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Forelæsning,13 dec 2017,15:00,17:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,International Politik 1.,Undervisning,25 okt 2017,10:00,12:00,CSS 2-2-02,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,25 okt 2017,13:00,15:00,CSS 35-3-13,Hold 1
2300,E17,International Politik 1.,Undervisning,1 nov 2017,10:00,12:00,CSS 7-0-40,Hold TILVALG
2300,E17,International Politik 1.,Undervisning,1 nov 2017,13:00,15:00,CSS 2-1-18,Hold 1
2300,E17,International Politik 1.,Undervisning,22 nov 2017,13:00,15:00,CSS 35-3-13,Hold 2
2300,E17,International Politik 1.,Undervisning,23 nov 2017,10:00,12:00,CSS 2-1-30,Hold SAMF
2300,E17,International Politik 1.,Undervisning,24 nov 2017,10:00,12:00,CSS 2-0-24,Hold 1
2300,E17,International Politik 1.,Undervisning,30 nov 2017,15:00,17:00,CSS 5-1-16,Hold 2
2300,E17,International Politik 1.,Undervisning,7 dec 2017,10:00,12:00,CSS 2-1-30,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,5 sep 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 sep 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,19 sep 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,26 sep 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,3 okt 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,24 okt 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,31 okt 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 nov 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 nov 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,28 nov 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,5 dec 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 dec 2017,10:00,12:00,CSS 34-0-01 Chr. Hansen Aud.,Fl. 34.0.01
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,6 sep 2017,8:00,10:00,CSS 7-0-34,Hold 3
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,6 sep 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,13 sep 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,20 sep 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,27 sep 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,4 okt 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,11 okt 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,25 okt 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,1 nov 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,8 nov 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,15 nov 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,22 nov 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,29 nov 2017,8:00,10:00,CSS 5-1-22,Hold 5
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,6 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,13 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,27 sep 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,4 okt 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,11 okt 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,1 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,8 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,15 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,22 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,29 nov 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,6 dec 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,13 dec 2017,10:00,12:00,CSS 5-1-16,Hold 6
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 sep 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 sep 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,21 sep 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,28 sep 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 okt 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,26 okt 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,2 nov 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,9 nov 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,16 nov 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,23 nov 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,30 nov 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 dec 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 dec 2017,8:00,10:00,CSS 5-1-16,Hold 1
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 sep 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 sep 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,28 sep 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 okt 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,2 nov 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,9 nov 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,16 nov 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,23 nov 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,30 nov 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 dec 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 dec 2017,10:00,12:00,CSS 2-1-36,Hold 4
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 sep 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 sep 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,28 sep 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 okt 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,2 nov 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,9 nov 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,16 nov 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,23 nov 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,30 nov 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 dec 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 dec 2017,13:00,15:00,CSS 5-1-22,Hold 2
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 sep 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 sep 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,12 okt 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,26 okt 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,2 nov 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,9 nov 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,16 nov 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,23 nov 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,30 nov 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,7 dec 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,14 dec 2017,15:00,17:00,CSS 7-0-18,Hold TILVALG
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,8 sep 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,15 sep 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,22 sep 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,29 sep 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,13 okt 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,27 okt 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,3 nov 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,17 nov 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,24 nov 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
2300,E17,Dansk Og Komparativ Politik 1,Undervisning,8 dec 2017,8:00,10:00,CSS 5-1-22,Hold SAMF
